The success rate of the 1th 10 events is : 0.400000
AverageWeight : 43.000000 
AverageMod : 2.928914 
AverageDistance : 808.332397 
AverageTime : 10.192204 
waveUtilization : 0.022857 
*******************************

11111111111111111111   ij: 0--1 
11111111111111111111   ij: 0--3 
11111111111111111111   ij: 1--4 
11111111111111111111   ij: 3--5 
00111111111111111111   ij: 5--6 
11111111111111111111   ij: 0--7 
11111111111111111111   ij: 5--8 
11111111111111111111   ij: 15--21 
11111111111111111111   ij: 16--22 
10011111111111111111   ij: 11--23 
11111111111111111111   ij: 22--24 
11111111111111111111   ij: 6--25 
11111111111111111111   ij: 2--27 
11111111111111111111   ij: 21--28 
00011111110111111111   ij: 23--29 
11111111111111111111   ij: 9--30 
11111111111111111111   ij: 28--31 
11111111111111111111   ij: 31--32 
11111111111111111111   ij: 3--34 
11111111111111111111   ij: 33--35 
11111111111111111111   ij: 17--36 
11111111111111111111   ij: 0--38 
11111111111111111111   ij: 23--39 
11111111111111111111   ij: 17--32 
11111111111111111111   ij: 35--7 
11111111111111111111   ij: 14--31 
11111111111111111111   ij: 6--30 
11111111111111111111   ij: 31--7 
11111111111111111111   ij: 17--7 
11111111111111111111   ij: 39--24 
11111111111111111111   ij: 28--3 
11111111111111111111   ij: 1--2 
11111111111111111111   ij: 11--36 
11111111111111111111   ij: 20--36 
11111111111111111111   ij: 28--39 
11111111111111111111   ij: 4--1 
11111111111111111111   ij: 13--39 
11111111111111111111   ij: 18--20 
11111111111111111111   ij: 7--27 
00000011111111111111   ij: 13--8 
11111111111111111111   ij: 7--21 
11111111111111111111   ij: 17--13 
11111111111111111111   ij: 29--16 
11111111111111111111   ij: 11--0 
11111111111111111111   ij: 39--36 
11111111111111111111   ij: 23--24 
11111111111111111111   ij: 4--9 
11111111111111111111   ij: 22--35 
00001111110111111111   ij: 13--23 
11111111111111111111   ij: 8--0 
11111111111111111111   ij: 18--20 
11111111111111111111   ij: 38--1 
11111111111111111111   ij: 38--9 
11111111111111111111   ij: 12--38 
11111111111111111111   ij: 30--17 
11111111111111111111   ij: 31--15 
11111111111111111111   ij: 36--31 
11111111111111111111   ij: 34--32 
00000011111111111111   ij: 8--6 
11111111111111111111   ij: 6--35 
00111111111111111111   ij: 29--22 
11111111111111111111   ij: 2--11 
00111111111111111111   ij: 25--22 
11111111111111111111   ij: 26--23 
11111111111111111111   ij: 35--25 
11111111111111111111   ij: 32--8 
11111111111111111111   ij: 25--33 
11111111111111111111   ij: 1--38 
11111111111111111111   ij: 22--1 
11111111111111111111   ij: 36--22 
11111111111111111111   ij: 1--0 
11111111111111111111   ij: 3--0 
11111111111111111111   ij: 4--1 
11111111111111111111   ij: 5--3 
11111111111111111111   ij: 6--5 
11111111111111111111   ij: 7--0 
11111111111111111111   ij: 8--5 
11111111111111111111   ij: 21--15 
11111111111111111111   ij: 22--16 
01111111001111111111   ij: 23--11 
11111111111111111111   ij: 24--22 
11111111111111111111   ij: 25--6 
11111111111111111111   ij: 27--2 
11111111111111111111   ij: 28--21 
00000011001111111111   ij: 29--23 
11111111111111111111   ij: 30--9 
11111111111111111111   ij: 31--28 
11111111111111111111   ij: 32--31 
11111111111111111111   ij: 34--3 
11111111111111111111   ij: 35--33 
11111111111111111111   ij: 36--17 
11111111111111111111   ij: 38--0 
11111111111111111111   ij: 39--23 
11111111111111111111   ij: 32--17 
11111111111111111111   ij: 7--35 
11111111111111111111   ij: 31--14 
11111111111111111111   ij: 30--6 
11111111111111111111   ij: 7--31 
11111111111111111111   ij: 7--17 
11111111111111111111   ij: 24--39 
11111111111111111111   ij: 3--28 
11111111111111111111   ij: 2--1 
11111111111111111111   ij: 36--11 
11111111111111111111   ij: 36--20 
11111111111111111111   ij: 39--28 
11111111111111111111   ij: 1--4 
11111111111111111111   ij: 39--13 
11111111111111111111   ij: 20--18 
11111111111111111111   ij: 27--7 
00001111110111111111   ij: 8--13 
11111111111111111111   ij: 21--7 
11111111111111111111   ij: 13--17 
11111111111111111111   ij: 16--29 
11111111111111111111   ij: 0--11 
11111111111111111111   ij: 36--39 
11111111111111111111   ij: 24--23 
11111111111111111111   ij: 9--4 
11111111111111111111   ij: 35--22 
00000011111111111111   ij: 23--13 
11111111111111111111   ij: 0--8 
11111111111111111111   ij: 20--18 
11111111111111111111   ij: 1--38 
11111111111111111111   ij: 9--38 
11111111111111111111   ij: 38--12 
11111111111111111111   ij: 17--30 
11111111111111111111   ij: 15--31 
11111111111111111111   ij: 31--36 
11111111111111111111   ij: 32--34 
00001111110111111111   ij: 6--8 
11111111111111111111   ij: 35--6 
00000011111111111111   ij: 22--29 
11111111111111111111   ij: 11--2 
00111111111111111111   ij: 22--25 
11111111111111111111   ij: 23--26 
11111111111111111111   ij: 25--35 
11111111111111111111   ij: 8--32 
11111111111111111111   ij: 33--25 
11111111111111111111   ij: 38--1 
11111111111111111111   ij: 1--22 
11111111111111111111   ij: 22--36 
The success rate of the 2th 10 events is : 0.300000
AverageWeight : 39.666668 
AverageMod : 2.807371 
AverageDistance : 733.221619 
AverageTime : 6.396995 
waveUtilization : 0.058214 
*******************************

11111111111111111111   ij: 0--1 
11111111111111111111   ij: 0--3 
11111111111111111111   ij: 1--4 
11111111111111111111   ij: 3--5 
00000000111111111111   ij: 5--6 
11111111111111111111   ij: 0--7 
11111111111111111111   ij: 5--8 
11111111111111111111   ij: 15--21 
11111111111111111111   ij: 16--22 
00011111111111111111   ij: 11--23 
11111111111111111111   ij: 22--24 
11111111111111111111   ij: 6--25 
11111111111111111111   ij: 2--27 
11111111111111111111   ij: 21--28 
00010111110111111111   ij: 23--29 
11111111111111111111   ij: 9--30 
11111111111111111111   ij: 28--31 
11111111111111111111   ij: 31--32 
11111111111111111111   ij: 3--34 
11111111111111111111   ij: 33--35 
11111111111111111111   ij: 17--36 
11111111111111111111   ij: 0--38 
11111111111111111111   ij: 23--39 
11111111111111111111   ij: 17--32 
11111111111111111111   ij: 35--7 
11111111111111111111   ij: 14--31 
11111111111111111111   ij: 6--30 
11111111111111111111   ij: 31--7 
11111111111111111111   ij: 17--7 
11111111111111111111   ij: 39--24 
11111111111111111111   ij: 28--3 
11111111111111111111   ij: 1--2 
11111111111111111111   ij: 11--36 
11111111111111111111   ij: 20--36 
11111111111111111111   ij: 28--39 
11111111111111111111   ij: 4--1 
11111111111111111111   ij: 13--39 
11111111111111111111   ij: 18--20 
11111111111111111111   ij: 7--27 
00000000001100111111   ij: 13--8 
11111111111111111111   ij: 7--21 
11111111111111111111   ij: 17--13 
11111111111111111111   ij: 29--16 
11111111111111111111   ij: 11--0 
11111111111111111111   ij: 39--36 
11111111111111111111   ij: 23--24 
11111111111111111111   ij: 4--9 
11111111111111111111   ij: 22--35 
00001111010000111111   ij: 13--23 
11111111111111111111   ij: 8--0 
11111111111111111111   ij: 18--20 
11111111111111111111   ij: 38--1 
11111111111111111111   ij: 38--9 
11111111111111111111   ij: 12--38 
